,-125.0,-124.375,-123.75,-123.125,-122.5,-121.875,-121.25,-120.625,-120.0,-119.375,-118.75,-118.125,-117.5,-116.875,-116.25,-115.625,-115.0,-114.375,-113.75,-113.125,-112.5,-111.875,-111.25,-110.625,-110.0,-109.375,-108.75,-108.125,-107.5,-106.875,-106.25,-105.625,-105.0,-104.375,-103.75,-103.125,-102.5,-101.875
44.5,,,3.0,5.0,3.0,5.0,13.0,13.0,10.0,8.0,5.0,7.0,7.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,10.0,8.0,3.0,5.0,11.0,10.0,8.0,7.0,5.0,11.0,13.0,14.0
45.0,,,3.0,3.0,3.0,3.0,8.0,17.0,11.0,8.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,5.0,11.0,8.0,3.0,7.0,10.0,10.0,11.0,10.0,10.0,13.0,14.0,16.0
45.5,,,3.0,5.0,7.0,5.0,8.0,16.0,17.0,10.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,5.0,2.0,2.0,3.0,8.0,10.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,11.0,14.0,17.0,19.0
46.0,,,2.0,3.0,3.0,3.0,7.0,16.0,16.0,10.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,3.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,11.0,16.0,19.0,19.0
46.5,,,2.0,2.0,3.0,2.0,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,10.0,13.0,16.0,19.0,19.0
47.0,,,2.0,2.0,2.0,2.0,3.0,5.0,7.0,8.0,7.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,11.0,13.0,16.0,17.0,17.0
47.5,,,0.0,0.0,2.0,0.0,2.0,3.0,5.0,8.0,8.0,7.0,5.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,7.0,7.0,5.0,7.0,5.0,7.0,10.0,10.0,10.0,10.0,10.0,11.0,13.0,14.0,16.0,17.0,17.0
48.0,,2.0,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,10.0,8.0,8.0,7.0,5.0,5.0,11.0,11.0,13.0,13.0,13.0,14.0,16.0,16.0,17.0,17.0,17.0
48.5,,,3.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,7.0,8.0,10.0,8.0,7.0,7.0,7.0,7.0,11.0,13.0,13.0,13.0,16.0,17.0,17.0,16.0,16.0,16.0,16.0
49.0,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,10.0,13.0,13.0,14.0,14.0,16.0,16.0,16.0,14.0,14.0,14.0
49.5,0.0,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,10.0,11.0,13.0,13.0,14.0,16.0,16.0,16.0,14.0,14.0,13.0,13.0
